Y
122568
110796
122112
86730
118830
109236
90990
91662
115026
102372
117384
118836
104814
123696
110196
80580
80652
106170
101052
86730
90990
58560
84612
82458
54672
95586
114384
92844
95586
95586
86328
63780
95586
102372
80616
77772
114570
106170
95586
98016
95586
95586
82458
97260
69180
102516
114822
95586
102372
106170
90990
118836
102372
106170
85344
95586
102372
62136
115026
95586
98940
106170
74844
108036
118188
103920
106170
106170
93252
102372
86730
109236
165288
190044
46356
101052
94152
84612
84612
86730
95586
66984
95586
77112
106170
95586
71436
98940
84612
54672
106170
95586
54672
102372
118188
104814
102372
99228
97260
111816
102372
94680
71448
95586
95586
118188
78024
102372
90990
95586
98904
95586
89388
165858
106704
94152
98940
111816
53340
103920
122112
93660
114822
106170
122568
42144
77112
135684
98940
94704
102372
22248
66984
122112
123696
58044
89388
97260
94368
129063.96
72624
118836
89388
109236
118830
135684
96246
44808
102372
122274
107490
86730
74220
130596
102372
95586
95586
98904
105936
53088
52512
78252
62466
101052
86730
142296
54672
95586
102372
78384
54672
95586
54672
117624
126504
103578
90990
90990
78024
110796
87348
106170
98940
98940
36000
118836
122568
129063.96
94152
70428
84936
130908
125088
98904
161082
102372
95586
94152
54672
110196
63780
110796
72624
107490
106170
102372
64992
53064
90036
109236
95586
84084
109236
109236
80448
112716
97080
106170
103578
126504
102372
85344
66984
114384
98016
80448
102372
111000
95586
64992
54672
53340
95586
98904
76344
65952
105936
90990
78024
108816
103578
98904
64992
95586
102372
90990
80448
122274
30060
102372
64272
117624
116784
95586
90990
95586
102372
94152
102372
102372
112848
106170
117624
102372
106170
54672
155658
130596
77736
130908
82458
100398
95586
38472
78024
90990
97260
109236
105936
92844
95586
98904
107490
175944
109236
90990
90990
109236
102372
102372
142404
84936
90990
86730
110688
109236
53088
78024
95586
86730
98904
54672
109236
102372
106170
94368
94704
109236
48610.08
102372
105936
102372
102372
122112
95586
101472
54672
109236
95586
85344
67284
102372
114384
126504
95586
95586
54672
138828
63780
135144
70428
146652
111492
68196
96246
110196
95586
126504
122568
102732
54672
98904
118188
109236
111816
66804
74280
104430
110196
55620
69180
85308
109236
102372
58872
77772
98940
95586
54672
102612
142176
95586
76992
142404
107700
93780
80616
103920
95586
119028
84612
106170
109236
64620
118428
114822
100398
72624
95586
75492
90990
78384
130596
93660
95586
130908
107628
135144
95586
102372
78384
114822
62136
58116
102732
54672
95586
90990
82458
89388
123696
76122
106170
78024
134172
54672
84084
95586
127410
60876
106170
92844
107028
62466
95586
97032
95586
98904
126504
98904
101262
107748
122568
126504
114012
135684
77772
76344
97260
67908
64272
102732
46416
66804
122568
95586
102372
98940
95586
53088
62466
95586
84612
94152
165858
90990
95586
62712
102372
112716
120536.04
55932
59184
106170
95586
122568
95586
126504
54672
114822
90990
66984
90990
107490
60876
54672
101052
102372
95586
78672
90990
90990
126504
102372
94992
71856
82458
92616
98016
120204
97080
95586
98940
54672
96402
77772
98940
54672
142296
95586
111492
84612
95586
151764
95586
70104
90990
54672
90990
95586
101262
95586
67668
62466
82458
90990
146652
98940
54672
126504
54672
107490
156396
90990
90990
98904
54672
112668
95586
95586
84612
69060
95586
95586
95586
102732
109236
95586
33180
74280
114822
114822
94152
110796
98904
118188
132480
95586
125202
102372
86730
129528
101262
119436
84612
106170
102372
122568
130908
63960
140616
80448
78024
54672
112668
121404
78672
37224
95586
106170
82104
95586
107490
100500
133488
68196
95586
102696
95586
78024
95586
98940
95586
142296
106200
93780
63780
102372
122568
130908
127410
95586
95586
92616
93000
95586
46188
118188
155964
77772
106170
106170
95586
107616
102732
105624
102372
142176
114822
120536.04
102372
95586
126840
119436
117840
84936
102372
118104
88416
134888.04
102372
95586
90990
90990
85344
103914
114570
95586
92700
89388
109236
95586
44292
95586
108096
77772
94704
63972
126504
114822
86730
102516
126504
102732
109236
86016
118452
95586
52956
106170
114822
130908
106170
102372
95586
95586
95586
143808
90990
77112
54672
95586
89388
95586
86730
98940
90990
54324
95586
102372
125088
102372
93660
102372
111492
147258
103914
80784
90990
78384
49176
48720
134232
54672
95586
122568
84612
95586
94152
95586
95586
151764
130596
106170
90990
65064
106152
97080
102372
101580
74280
70428
107028
55620
98904
102372
127608
92736
104430
98940
102372
84084
114654
107490
103920
118830
90990
53952
103914
106170
118068
90990
80448
102372
86730
95586
95586
86730
102372
95586
54672
84612
107028
107028
93252
130596
98904
95586
90990
95586
127410
78000
74844
41208
86016
108864
90990
98940
62466
97260
95586
90990
122568
59184
85248
90444
95586
77736
118188
95586
106170
122568
111816
65100
112164
84612
95586
53088
77772
106170
61308
110196
111816
85248
95586
74280
154188
58560
100398
102372
97008
102372
95586
100398
102372
68196
62136
91920
102372
90990
99876
90990
102372
112668
143808
63972
102372
114822
95586
72624
138048
61632
78624
61308
78024
151764
135144
109236
70428
112020
54672
95586
90990
54672
54672
81468
84612
109236
95586
110196
85344
80616
102372
54672
95586
110766
95586
58320
54672
95586
95586
93780
98220
85344
67668
102372
98940
123660
109236
95586
102732
86730
107490
122568
95586
85344
102372
130908
95586
64620
61308
95586
58872
90990
77112
118188
126504
102372
109236
86730
146652
108816
130908
75492
146676
197184
111113.64
100398
54672
98940
125088
89532
66984
95586
122568
100398
90990
110688
68196
74844
82104
82458
107256
98904
93780
75816
110796
98940
125088
55620
92616
111816
93660
130460.04
95586
95586
88416
106170
78024
73644
78384
135144
109236
95586
106200
64992
110796
106170
36636
98904
122112
122568
122568
128160
118188
95586
90990
104430
106170
130908
94368
96336
77772
130248
86016
90990
93756
109236
115512
109236
114570
110796
98904
90990
109236
102372
95586
106170
90990
105936
53952
64272
98904
54672
107490
90990
80448
95586
90990
86730
102372
131064
102372
95586
83208
100398
94152
95586
95586
49176
126504
95586
95586
98520
151764
107490
95586
103920
95586
88488
59856
95586
98016
78384
95586
105936
70152
98904
126504
142296
102516
95586
84084
106170
86730
75492
78024
128160
117624
122568
89532
95586
98904
122568
91932
133488
112128
110796
76122
110796
90990
95586
106080
95586
66972
126504
95586
109236
118830
109236
80172
87348
106170
102372
76122
70104
94152
122568
106170
107700
95586
86016
95586
98904
95586
155712
121656
55620
77772
95586
122568
62466
84936
95586
56664
54672
86730
103578
102372
59184
96402
175944
66804
90990
66984
95586
100398
103536
90990
109236
114012
85344
107028
61308
85344
130596
109236
93744
112020
95586
118830
110196
109236
126504
54672
68028
109236
102732
64620
81552
98940
58320
90990
61020
54672
102372
54324
114138
102372
44292
98904
33180
61308
109236
126504
95586
126504
70104
107028
40392
102732
102372
95586
111492
95586
102372
59856
122568
103578
111492
64272
110796
76992
102732
109872
77772
139596
105936
53088
71436
84936
70152
102372
95586
86730
95586
95586
147258
118188
70860
84612
82458
54672
130908
151764
126504
111816
108864
98904
92616
95586
95586
95586
130596
54672
106170
95586
95586
107490
102372
95586
122568
98904
78024
130908
98892
66972
86730
106170
89532
126504
82458
77772
55620
58872
109236
37224
106560
126504
107490
122112
111816
111492
98940
98940
82458
95586
84612
110196
98904
90990
100500
98940
119436
102372
102372
101262
106170
73488
70860
80448
95586
90990
102372
78384
95586
101052
95586
102372
110196
102372
127410
106170
106170
70860
63960
63972
106170
88770
102372
85344
102372
97548
118188
84612
90990
67464
98904
109236
53064
94152
114822
77772
106170
109236
102372
90990
102732
70152
106170
118836
102372
102372
68196
103578
70152
78024
86730
130596
65064
118512
77772
109236
59184
67908
106170
48420
98904
126504
146652
106170
54672
95586
86730
48672
95586
106170
95586
42312
85764
54672
106170
95586
98016
122568
102372
110796
70152
54672
84612
122568
107628
59184
94152
75996
95586
62466
82458
102372
109236
98904
98904
134888.04
80448
113244
106170
130596
54672
53340
62532
98940
98904
109236
54672
102372
99876
102372
102372
156396
98904
55620
142296
106170
76140
80448
90990
118188
126504
108816
103914
175464
110796
95586
95586
96246
107490
108816
114822
