CASE_SEQUENCE,WARD,CREATION_MONTH,N_POTHOLES_FILLED_ON_BLOCK,N_DAYS_FOR_COMPLETION,LATITUDE,LONGITUDE
9928,10,2,4.906890596,3,41.69559166,-87.53725061
9929,10,2,5.247927513,3,41.69377262,-87.53559267
9930,8,2,4.64385619,3,41.73527439,-87.58047363
9931,8,2,4.087462841,3,41.73530898,-87.57804686
9932,8,2,3.321928095,3,41.73344889,-87.58043191
9933,8,2,3.906890596,3,41.73348609,-87.57800053
9934,12,2,3.700439718,3,41.83054915,-87.66932542
9935,33,2,0,3,41.93228718,-87.68795009
9936,18,2,4.459431619,3,41.73502711,-87.71429128
9937,4,2,3.700439718,3,41.84811494,-87.6172631
9938,23,2,3,3,41.79601962,-87.75968337
9939,8,2,3.321928095,3,41.73352023,-87.57557235
9940,21,2,2.807354922,3,41.74342733,-87.63218113
9941,1,2,4.169925001,3.459431619,41.92820408,-87.68225483
9942,1,2,4.64385619,3.321928095,41.92478559,-87.6883307
9943,1,2,1,3.321928095,41.92493691,-87.69548099
9944,8,2,5.906890596,3.321928095,41.70790017,-87.5861217
9945,18,2,1,3.321928095,41.74962033,-87.70355289
9946,40,2,1,3.321928095,41.99057771,-87.69505159
9947,40,2,3.321928095,3.321928095,41.99059679,-87.69174829
9948,32,2,6.209453366,3.169925001,41.92142214,-87.67790011
9949,34,2,5.247927513,3.169925001,41.683305,-87.63137398
9950,1,2,3.321928095,3.169925001,41.92074573,-87.69359695
9951,38,2,2,3.169925001,41.96316648,-87.7672083
9952,45,2,1.584962501,3.169925001,41.98170898,-87.79275397
9953,18,2,1.584962501,3.169925001,41.74965902,-87.69756492
9954,14,2,0,3.169925001,41.82257679,-87.70459757
9955,39,2,6.108524457,3.169925001,41.97276994,-87.72587255
9956,34,2,4.807354922,3.169925001,41.69610724,-87.64255511
9957,14,2,4.169925001,3.700439718,41.80977505,-87.7099153
9958,36,2,5.523561956,3.700439718,41.93283888,-87.79201071
9959,21,2,2.321928095,3.700439718,41.7433247,-87.6408077
9960,30,2,5.285402219,3.700439718,41.93920375,-87.72731013
9961,38,2,2.321928095,3.584962501,41.9633148,-87.76748156
9962,21,2,1,3.584962501,41.74868878,-87.64655842
9963,34,2,4.247927513,4.584962501,41.65980832,-87.64510225
9964,34,2,3,4.584962501,41.65976565,-87.64602126
9965,8,2,5.807354922,4.523561956,41.7301709,-87.57447812
9966,34,2,0,4.392317423,41.6585919,-87.64232765
9967,1,2,3.906890596,4,41.92161144,-87.70217761
9968,1,2,4.321928095,3.906890596,41.91948822,-87.70200694
9969,21,2,3.169925001,3.807354922,41.74346698,-87.64389589
9970,21,2,3.321928095,3.807354922,41.74347029,-87.642464
9971,30,1,1.584962501,5.700439718,41.94488195,-87.72750255
9972,21,1,0,5,41.74361505,-87.6341732
9973,21,1,3,5,41.73620947,-87.62430552
9974,21,1,3.906890596,5,41.73814836,-87.62433716
9975,29,3,4.392317423,0,41.868301,-87.76406113
9976,29,3,3.459431619,0,41.86915109,-87.7640941
9977,29,3,2.321928095,0,41.87011481,-87.76413179
9978,29,3,4.169925001,0,41.87179363,-87.76442104
9979,5,3,0,0,41.79011638,-87.57879145
9980,5,3,2,0,41.78991647,-87.57895321
9981,41,3,3.906890596,0,41.98105716,-87.8463105
9982,5,3,1,0,41.79029778,-87.78554519
9983,40,3,4.459431619,0,41.97872452,-87.69886844
9984,40,3,3.584962501,0,41.98556928,-87.69904096
9985,32,3,2.807354922,0,41.91934012,-87.68027235
9986,32,3,3.321928095,0,41.91929221,-87.68268986
9987,32,3,1,0,41.91951079,-87.67753684
9988,35,3,4.087462841,0,41.93756676,-87.70772537
9989,31,3,4.700439718,0,41.93898424,-87.72730647
9990,30,3,1.584962501,0,41.94798848,-87.74699442
9991,27,3,3.321928095,0,41.88534856,-87.6671144
9992,44,3,1,0,41.94130645,-87.63969268
9993,46,3,4.169925001,0,41.95307625,-87.64601784
9994,9,3,3.906890596,0,41.69081971,-87.61346453
9995,9,3,2.321928095,0,41.68928636,-87.60764729
9996,38,3,2.584962501,0,41.95295865,-87.7867085
9997,38,3,4.584962501,0,41.94752508,-87.78647267
9998,27,3,1.584962501,0,41.90374714,-87.64808078
9999,27,3,2.321928095,0,41.9005813,-87.63890862
10000,27,3,3.584962501,0,41.9005572,-87.64111779
10001,12,3,3.700439718,0,41.85200916,-87.69571
10002,24,3,3,0,41.85196242,-87.69928007
10003,24,3,0,0,41.85174222,-87.71758667
10004,22,3,3.459431619,0,41.85147259,-87.72221997
10005,24,3,4.169925001,0,41.85169209,-87.72222462
10006,24,3,0,0,41.85171654,-87.7199356
10007,24,3,5.584962501,0,41.85181599,-87.71016726
10008,24,3,3.807354922,0,41.85190837,-87.70287599
10009,24,3,3,0,41.85194727,-87.70042754
10010,24,3,3,0,41.85196251,-87.69915253
10011,12,3,2,0,41.85201006,-87.69563002
10012,9,2,2.321928095,1,41.69274215,-87.61001554
10013,39,2,1.584962501,1,41.98083793,-87.74887031
10014,12,2,0,1,41.82212981,-87.68739913
10015,38,2,3.321928095,1,41.95088185,-87.78632272
10016,2,2,3.700439718,1,41.90042804,-87.63240314
10017,2,2,1,1,41.90075885,-87.62398425
10018,33,2,3.906890596,1,41.94735604,-87.70647108
10019,2,2,1,1,41.89664296,-87.62293338
10020,2,2,3.321928095,1.584962501,41.90250147,-87.62711078
10021,12,2,4.247927513,1.584962501,41.82908771,-87.69390939
10022,33,2,4.392317423,1.584962501,41.93936429,-87.70755304
10023,2,2,1,1.584962501,41.89678605,-87.62828087
10024,2,2,0,1.584962501,41.89775475,-87.61989958
10025,2,2,2.584962501,1.584962501,41.90044946,-87.63092337
10026,9,2,1.584962501,1.584962501,41.68869865,-87.6134032
10027,9,2,4.169925001,1.584962501,41.68719949,-87.61335741
10028,9,2,1,1.584962501,41.68909235,-87.60727675
10029,9,2,3.321928095,1.584962501,41.69067948,-87.60730584
10030,9,2,1.584962501,1.584962501,41.68659623,-87.60722663
10031,9,2,1,1.584962501,41.68545335,-87.60720243
10032,39,2,3.807354922,1.584962501,41.99033817,-87.72149039
10033,39,2,3.321928095,1.584962501,41.9902351,-87.72946936
10034,39,2,2.807354922,1.584962501,41.99019371,-87.73271103
10035,12,2,4.700439718,2,41.82520425,-87.68590891
10036,12,2,6.189824559,2,41.82417682,-87.69694796
10037,39,2,4.754887502,2,41.99003872,-87.72761673
10038,32,2,0,2,41.91073912,-87.66775554
10039,39,2,2,2,41.98829962,-87.74375747
10040,39,2,2.584962501,2,41.98798333,-87.74402304
10041,2,2,4.700439718,2,41.89985574,-87.66504551
10042,2,2,1,2,41.91096499,-87.64132499
10043,2,2,2.321928095,2,41.89621533,-87.62050194
10044,12,2,3.169925001,2,41.82775568,-87.69734676
10045,39,2,3.169925001,2,41.98990969,-87.73783148
10046,32,2,5.906890596,2.321928095,41.91441198,-87.68717924
10047,9,2,0,2.321928095,41.69272336,-87.60450587
10048,47,2,4.087462841,2.321928095,41.9541207,-87.68858958
10049,42,2,1,2.584962501,41.88670391,-87.63255547
10050,33,2,4.392317423,2.584962501,41.95409586,-87.69601111
10051,9,2,1,2.584962501,41.68612515,-87.60962921
10052,42,2,0,2.807354922,41.88435134,-87.63688832
10053,42,2,0,2.807354922,41.88576251,-87.63687015
10054,9,2,3.169925001,2.807354922,41.69191249,-87.61320343
10055,43,2,0,2.807354922,41.932748,-87.63629426
10056,39,2,3,2.807354922,41.98987035,-87.74139701
10057,24,2,2,3,41.85187222,-87.70545435
10058,29,2,3.169925001,3,41.87205805,-87.74507934
10059,45,2,4.321928095,3,41.98189241,-87.78465824
10060,2,2,4.321928095,3.169925001,41.90075626,-87.67459888
10061,43,2,0,3.169925001,41.92991155,-87.63209146
10062,22,2,5.95419631,3.169925001,41.8515455,-87.71081698
10063,42,2,3,3.169925001,41.88856686,-87.63120981
10064,2,2,3.906890596,3.169925001,41.89944264,-87.67709141
10065,2,2,3.169925001,3.169925001,41.89946573,-87.67568434
10066,2,2,2.807354922,3.169925001,41.8994701,-87.67541008
10067,42,2,2.584962501,3.169925001,41.90228555,-87.62688535
10068,12,2,4.523561956,3.169925001,41.82206576,-87.68742143
10069,12,2,0,3.169925001,41.8291108,-87.69616118
10070,29,2,2,3.169925001,41.87324546,-87.74511718
10071,47,2,4.087462841,3.169925001,41.95411269,-87.69093463
10072,47,2,4.754887502,3.169925001,41.95388293,-87.69438518
10073,29,2,5.357552005,3.169925001,41.87218093,-87.74498443
10074,27,2,4.523561956,3.169925001,41.90376961,-87.64336894
10075,25,2,0,3.169925001,41.87237512,-87.63951152
10076,12,2,5.584962501,3.169925001,41.82391375,-87.69204069
10077,33,2,4.754887502,3.169925001,41.93944312,-87.70746131
10078,9,2,1,3.321928095,41.69299035,-87.60137397
10079,42,2,0,3.321928095,41.87831014,-87.6175759
10080,2,2,0,3.321928095,41.90093446,-87.62400826
10081,29,2,4.169925001,3.807354922,41.87404018,-87.74517945
10082,29,2,1.584962501,3.807354922,41.87309483,-87.74514387
10083,42,2,0,3.807354922,41.88685855,-87.63529615
10084,29,2,3,3.807354922,41.86563905,-87.76416458
10085,42,1,1,5.209453366,41.87917097,-87.61759759
10086,7,3,3.459431619,0,41.75952113,-87.56025357
10087,7,3,2.807354922,0,41.76145251,-87.56199506
10088,7,3,3.321928095,0,41.76322514,-87.56359195
10089,7,3,3.906890596,0,41.76484807,-87.56504514
10090,19,3,1.584962501,0,41.70620466,-87.69159652
10091,19,3,3,0,41.70623087,-87.68906467
10092,19,3,4.247927513,0,41.70625766,-87.68660695
10093,19,3,2,0,41.70627998,-87.68418067
10094,19,3,1,0,41.70647717,-87.68661197
10095,19,3,2,0,41.70645041,-87.68906248
10096,19,3,2.584962501,0,41.70642415,-87.69160262
10097,27,3,3,0,41.89114627,-87.64777461
10098,42,3,5.64385619,0,41.87586075,-87.62229586
10099,27,3,3.321928095,0,41.89561531,-87.70670533
10100,28,3,2,0,41.88647184,-87.7064307
10101,28,3,1,0,41.88831522,-87.70648607
10102,20,3,6.169925001,0,41.7871761,-87.64259902
10103,10,3,3.584962501,0,41.69218303,-87.59807588
10104,9,3,5,0,41.69277037,-87.6014504
10105,10,3,4.906890596,0,41.69210454,-87.59781868
10106,9,3,4.247927513,0,41.69276264,-87.60233464
10107,9,3,3.906890596,0,41.69295279,-87.6038311
10108,10,3,3.321928095,0,41.69231026,-87.59771638
10109,9,3,4.321928095,0,41.69262756,-87.59876256
10110,7,3,4.95419631,0,41.75414421,-87.55449098
10111,7,3,1,0,41.75867761,-87.55724376
10112,13,3,0,0,41.77202053,-87.74193175
10113,13,3,2.584962501,0,41.78391995,-87.73283643
10114,15,3,5.459431619,0,41.80655585,-87.68395536
10115,19,3,3.584962501,0,41.69864387,-87.71343872
10116,19,3,2.584962501,0,41.70410827,-87.71119624
10117,19,3,3,0,41.70234331,-87.71113173
10118,19,3,2.807354922,0,41.70039316,-87.71105962
10119,20,3,4.523561956,0,41.78743356,-87.62765221
10120,17,3,5,0,41.75923903,-87.67353683
10121,17,3,5,0,41.76860457,-87.66883672
10122,7,3,3.906890596,0,41.76435254,-87.58495485
10123,15,3,4.754887502,0,41.81030039,-87.66851439
10124,9,3,3.584962501,0,41.69266665,-87.59990727
10125,40,3,3.459431619,0,41.97875903,-87.676632
10126,48,3,2,0,41.9884382,-87.66969875
10127,40,3,0,0,41.99083407,-87.67677173
10128,34,3,4.392317423,0,41.69961339,-87.65477404
10129,34,3,4.321928095,0,41.69939387,-87.65476946
10130,7,3,3.700439718,0,41.75371326,-87.5540262
10131,25,3,0,0,41.85311075,-87.63839269
10132,7,3,6.523561956,0,41.76589166,-87.56598689
10133,7,3,6.247927513,0,41.76418813,-87.56445511
10134,7,3,6.357552005,0,41.76239474,-87.56284348
10135,7,3,5.977279923,0,41.76059696,-87.56122358
10136,7,3,6.303780748,0,41.75883468,-87.55956285
10137,7,3,5.807354922,0,41.75708915,-87.55766653
10138,7,3,6.108524457,0,41.75537727,-87.55647972
10139,19,3,0,0,41.69148341,-87.7132105
10140,43,3,3.169925001,0,41.93246999,-87.6449923
10141,9,3,4.64385619,0,41.70001575,-87.6208668
10142,9,3,5.209453366,0,41.70003347,-87.61971828
10143,27,3,4.906890596,0,41.89198501,-87.70659549
10144,28,3,4.321928095,0,41.88647184,-87.7064307
10145,8,3,4.584962501,0,41.74111055,-87.57563714
10146,8,3,2,0,41.74257729,-87.57566825
10147,7,3,1,0,41.7641662,-87.58174563
10148,17,3,4.169925001,1,41.76839877,-87.66770317
10149,23,3,0,1,41.78359343,-87.72275289
10150,17,3,2.321928095,1,41.77222262,-87.65566704
10151,7,3,3.459431619,1,41.75371326,-87.5540262
10152,12,3,5.459431619,1,41.82822428,-87.69490963
10153,17,3,4.459431619,1,41.75496896,-87.66977254
10154,18,3,0,1,41.75504428,-87.72231551
10155,34,3,4.459431619,1,41.68729041,-87.65331954
10156,9,3,3.807354922,1,41.6907476,-87.62117331
10157,37,3,4.754887502,1,41.91329472,-87.75293333
10158,37,3,1.584962501,1,41.91152121,-87.74970195
10159,37,3,4.169925001,1,41.91326127,-87.75628261
10160,37,3,3.584962501,1,41.91301109,-87.75866672
10161,37,3,0,1,41.91318646,-87.76197153
10162,37,3,5.044394119,1,41.909861,-87.75704203
10163,17,3,0,1,41.76581965,-87.68924671
10164,25,3,1,1,41.87457265,-87.63942161
10165,13,3,4.857980995,1,41.79119283,-87.7326773
10166,13,3,5.087462841,1,41.78212676,-87.72817229
10167,13,3,4.807354922,1,41.78209423,-87.73117927
10168,13,2,0,1.584962501,41.79220407,-87.72110726
10169,15,2,4.754887502,1.584962501,41.80108557,-87.6835249
10170,27,2,0,1.584962501,41.89657907,-87.65616185
10171,15,2,5.247927513,1.584962501,41.80111586,-87.681932
10172,17,2,3.807354922,1.584962501,41.77077481,-87.68693225
10173,17,2,4.700439718,1.584962501,41.75695244,-87.67317675
10174,19,2,4.087462841,1.584962501,41.68879894,-87.70331011
10175,19,2,5.247927513,1.584962501,41.69229606,-87.71075603
10176,17,2,3.584962501,1.584962501,41.77535053,-87.6922227
10177,12,2,3.321928095,1.584962501,41.82274823,-87.69477729
10178,40,2,3,1.584962501,41.97874038,-87.67360367
10179,44,2,1.584962501,1.584962501,41.94090916,-87.63936916
10180,25,2,4,1.584962501,41.87448001,-87.64249879
10181,34,2,3,1.584962501,41.68950567,-87.65214328
10182,34,2,4.754887502,1.584962501,41.68947661,-87.65451374
10183,34,2,4.087462841,1.584962501,41.68943282,-87.65818336
10184,20,2,6.442943496,1.584962501,41.80507687,-87.65530071
10185,20,2,5.491853096,1.584962501,41.8031784,-87.65524877
10186,20,2,5.129283017,1.584962501,41.80135826,-87.6552032
10187,17,2,5.357552005,1.584962501,41.76858026,-87.67126093
10188,18,2,1,1.584962501,41.75269933,-87.72817573
10189,18,2,3.321928095,1.584962501,41.75150954,-87.73158647
10190,17,2,0,1.584962501,41.76491564,-87.67359644
10191,25,2,1,1.584962501,41.87345065,-87.64400735
10192,11,2,5.392317423,2,41.83289822,-87.65452091
10193,9,2,5.392317423,2,41.67643846,-87.61762455
10194,9,2,4.321928095,2,41.67622401,-87.61791037
10195,9,2,5,2,41.68128752,-87.61806279
10196,9,2,1,2,41.68891855,-87.61831193
10197,43,2,5.672425342,2,41.92808625,-87.64656808
10198,44,2,3.584962501,2,41.93857932,-87.63790313
10199,43,2,5.672425342,2,41.93201973,-87.64365677
10200,43,2,3.906890596,2,41.93028091,-87.64571037
10201,11,2,2.584962501,2,41.83469471,-87.64804542
10202,25,2,1,2,41.87186194,-87.64373745
10203,27,2,2.584962501,2,41.89969812,-87.64498658
10204,11,2,5.087462841,2,41.84300487,-87.65137777
10205,27,2,5.64385619,2,41.90023809,-87.64397765
10206,11,2,2.584962501,2,41.83995846,-87.65126378
10207,11,2,4.95419631,2,41.83972924,-87.65071942
10208,11,2,3,2,41.83454788,-87.6536428
10209,40,2,1.584962501,2,41.990873,-87.6747246
10210,28,2,4.087462841,2,41.87332758,-87.6579024
10211,13,2,2.807354922,2,41.78415885,-87.73284217
10212,13,2,4.087462841,2,41.78224792,-87.73727112
10213,13,2,4.523561956,2,41.78206799,-87.73370119
10214,20,2,4.523561956,2,41.7872013,-87.6410687
10215,13,2,4.700439718,2,41.76801606,-87.71528128
10216,22,2,4.321928095,2,41.83517807,-87.70490856
10217,13,2,0,2,41.79297541,-87.73188209
10218,13,2,2.807354922,2,41.79298509,-87.73065585
10219,19,2,3.807354922,2,41.6931777,-87.69952031
10220,47,2,1.584962501,2,41.95385734,-87.6935467
10221,15,2,5.523561956,2,41.80291134,-87.68384958
10222,27,2,3.906890596,2,41.89953602,-87.64485766
10223,40,2,1,2,41.97722314,-87.68905517
10224,11,2,1,2,41.83795686,-87.66090152
10225,2,2,4.321928095,2,41.90348884,-87.66436099
10226,18,2,1,2,41.75489224,-87.72768819
10227,2,2,3,2,41.91499125,-87.65670044
10228,11,2,3.807354922,2.321928095,41.83416515,-87.65833804
10229,12,2,4.584962501,2.321928095,41.82301995,-87.694762
10230,12,2,5.209453366,2.321928095,41.82844233,-87.69491526
10231,13,2,5,2.321928095,41.79073428,-87.72936267
10232,44,2,3,2.321928095,41.94345707,-87.653356
10233,44,2,4.64385619,2.321928095,41.94441016,-87.6500365
10234,44,2,4,2.321928095,41.94897898,-87.65138728
10235,43,2,5.857980995,2.321928095,41.92994703,-87.65362003
10236,47,2,3.584962501,2.321928095,41.95042134,-87.68850982
10237,47,2,2.321928095,2.321928095,41.95653823,-87.68059422
10238,15,2,4.857980995,2.321928095,41.80124501,-87.68213774
10239,47,2,4.459431619,2.321928095,41.95399384,-87.68233625
10240,2,2,2.584962501,2.321928095,41.92325048,-87.66435823
10241,25,2,4.247927513,2.321928095,41.84905063,-87.63679128
10242,2,2,0,2.321928095,41.90162328,-87.66401304
10243,19,2,2.807354922,2.321928095,41.69316673,-87.72035113
10244,19,2,4.95419631,2.321928095,41.69684063,-87.7133708
10245,28,2,4.169925001,2.321928095,41.87236318,-87.65688504
10246,25,2,3.584962501,2.584962501,41.84833315,-87.63389349
10247,19,2,3.807354922,2.584962501,41.69901433,-87.69949839
10248,42,2,1.584962501,2.584962501,41.89512389,-87.6201946
10249,42,2,0,2.584962501,41.8943175,-87.620177
10250,28,2,4,2.584962501,41.86697155,-87.66611785
10251,25,2,4.906890596,2.584962501,41.85243805,-87.66615223
10252,20,2,6.247927513,2.584962501,41.78725154,-87.6255638
10253,43,2,2.807354922,2.584962501,41.93129859,-87.64409025
10254,19,2,1,2.807354922,41.69466182,-87.6986458
10255,19,2,4.392317423,2.807354922,41.69880977,-87.69975871
10256,25,2,1,2.807354922,41.87441915,-87.64227857
10257,25,2,2.584962501,2.807354922,41.87493171,-87.64111719
10258,7,2,4.700439718,2.807354922,41.75421599,-87.55281644
10259,28,2,4.169925001,2.807354922,41.8666485,-87.66623389
10260,19,2,4.392317423,2.807354922,41.6950547,-87.70463675
10261,40,2,2.584962501,2.807354922,41.99821085,-87.66861032
10262,22,2,5.64385619,2.807354922,41.8319601,-87.7048204
10263,40,2,5.754887502,2.807354922,41.97843158,-87.68177477
10264,28,2,1,2.807354922,41.86929756,-87.66178699
10265,28,2,3.807354922,2.807354922,41.87333967,-87.66190963
10266,37,2,4.584962501,2.807354922,41.90050693,-87.75588188
10267,37,2,1,2.807354922,41.9147846,-87.76539686
10268,25,2,4.169925001,2.807354922,41.85786892,-87.63121741
10269,25,2,1,3,41.87434685,-87.64110127
10270,19,2,4.169925001,3,41.69624055,-87.71061404
10271,19,2,4.700439718,3,41.69481414,-87.71056178
10272,8,2,4.523561956,3,41.74449383,-87.57600356
10273,2,2,0,3,41.91079724,-87.6613136
10274,12,2,5.584962501,3,41.82822428,-87.69490963
10275,20,2,5.700439718,3,41.78710937,-87.63364462
10276,2,2,3.321928095,3,41.89930029,-87.66263799
10277,47,2,2,3,41.95404039,-87.67920885
10278,40,2,3.169925001,3,41.97619733,-87.67558534
10279,40,2,4.392317423,3,41.97880092,-87.6863009
10280,20,2,4.321928095,3,41.77792359,-87.63795768
10281,28,2,4.321928095,3,41.85747437,-87.6859686
10282,47,2,5.129283017,3,41.95736845,-87.68871184
10283,8,2,4.584962501,3,41.74199833,-87.57594799
10284,18,2,5.977279923,3,41.75327556,-87.73213747
10285,2,2,2,3,41.91442371,-87.65462784
10286,25,2,1.584962501,3,41.87194397,-87.65360992
10287,44,2,2.321928095,3,41.94122392,-87.64572215
10288,20,2,4.459431619,3,41.79061512,-87.64172447
10289,7,2,4.247927513,3.169925001,41.75715636,-87.55840891
10290,2,2,0,3.169925001,41.9109188,-87.65500552
10291,37,2,0,3.169925001,41.90873778,-87.75607361
10292,47,2,1.584962501,3.169925001,41.95387655,-87.69099812
10293,19,2,1,3.169925001,41.70597709,-87.71126651
10294,19,2,3.906890596,3.169925001,41.69493991,-87.71332206
10295,47,2,4,3.169925001,41.94983507,-87.68819681
10296,28,2,2,3.169925001,41.87528751,-87.66660273
10297,11,2,5.857980995,3.169925001,41.83421842,-87.65847544
10298,47,2,3.321928095,3.169925001,41.95769408,-87.69184758
10299,9,2,3.321928095,3.169925001,41.68907228,-87.6226679
10300,25,2,4.64385619,3.169925001,41.8524874,-87.6637375
10301,25,2,0,3.169925001,41.84989157,-87.63209186
10302,25,2,1.584962501,3.169925001,41.84898931,-87.63207572
10303,25,2,4,3.169925001,41.85227141,-87.63265458
10304,25,2,3.906890596,3.169925001,41.87168538,-87.65579843
10305,25,2,4.392317423,3.169925001,41.8744929,-87.64147185
10306,40,2,4.754887502,3.169925001,41.99090063,-87.6705097
10307,44,2,1.584962501,3.169925001,41.94628904,-87.65444611
10308,15,2,4.247927513,3.169925001,41.80835126,-87.6792108
10309,25,2,5.491853096,3.169925001,41.86982575,-87.64234896
10310,19,2,4.169925001,3.169925001,41.69317913,-87.69702492
10311,42,2,1,3.169925001,41.89409274,-87.62014237
10312,19,2,2.807354922,3.169925001,41.68966403,-87.69968393
10313,27,2,3.321928095,3.169925001,41.89996782,-87.64451667
10314,20,2,3,3.169925001,41.79081059,-87.64305972
10315,11,2,3.169925001,3.169925001,41.83328451,-87.65705167
10316,42,2,0,3.169925001,41.89271394,-87.6199098
10317,27,2,3.906890596,3.169925001,41.89543214,-87.70771401
10318,15,2,4.95419631,3.321928095,41.80836955,-87.6840194
10319,15,2,5.169925001,3.321928095,41.80477351,-87.68390497
10320,42,2,0,3.321928095,41.89000134,-87.62143869
10321,40,2,5.169925001,3.321928095,41.99446176,-87.67501623
10322,25,2,2,3.321928095,41.85290378,-87.63500468
10323,11,2,3.807354922,3.321928095,41.83779846,-87.65645043
10324,15,2,3.906890596,3.321928095,41.80841675,-87.67483107
10325,25,2,2,3.321928095,41.8720581,-87.63257661
10326,42,2,3.807354922,3.321928095,41.89104457,-87.62037184
10327,12,2,3.584962501,3.321928095,41.82637337,-87.69485924
10328,2,2,4.087462841,3.321928095,41.89989385,-87.66262876
10329,25,2,1,3.321928095,41.85580725,-87.63870863
10330,34,2,1.584962501,3.321928095,41.69031615,-87.66030315
10331,25,2,2.321928095,3.321928095,41.85783731,-87.63366289
10332,2,2,0,3.321928095,41.91499125,-87.65670044
10333,2,2,1,3.321928095,41.92427663,-87.66439215
10334,2,2,1,3.321928095,41.92327896,-87.66551744
10335,2,2,1,3.321928095,41.92327896,-87.66551744
10336,2,2,3.459431619,3.321928095,41.9237017,-87.66560199
10337,2,2,2.321928095,3.321928095,41.91371819,-87.64829855
10338,37,2,4,3.459431619,41.91323236,-87.75594598
10339,42,2,3.321928095,3.459431619,41.88986213,-87.62020713
10340,47,2,3,3.459431619,41.95048204,-87.6887745
10341,47,2,2,3.459431619,41.9553881,-87.68865435
10342,9,2,5.321928095,3.459431619,41.69746332,-87.61823156
10343,9,2,4.64385619,3.459431619,41.69265198,-87.59884671
10344,42,2,1.584962501,3.459431619,41.89234198,-87.62039456
10345,28,2,2,3.459431619,41.87399914,-87.68635896
10346,25,2,0,3.459431619,41.87433069,-87.63960074
10347,27,2,3.906890596,3.459431619,41.90153818,-87.64328385
10348,28,2,3.584962501,3.459431619,41.87080229,-87.66183235
10349,37,2,4.523561956,3.459431619,41.91588215,-87.75604834
10350,47,2,4,3.459431619,41.9534917,-87.68830459
10351,2,2,0,3.459431619,41.90095842,-87.66297031
10352,44,2,1,3.807354922,41.95092661,-87.65337473
10353,28,2,3.459431619,3.700439718,41.86948746,-87.65924515
10354,28,2,3.807354922,3.700439718,41.86940905,-87.66419709
10355,25,2,5.044394119,3.584962501,41.85016237,-87.63297967
10356,19,2,4.459431619,3.584962501,41.69862644,-87.71099428
10357,40,2,4,3.584962501,41.99296084,-87.67231838
10358,25,2,5.209453366,3.584962501,41.87368806,-87.64179837
10359,44,2,3.321928095,3.584962501,41.94477276,-87.65410785
10360,40,2,0,3.584962501,41.97621302,-87.67442092
10361,2,2,5.906890596,4,41.91187998,-87.67956049
10362,42,2,2.807354922,4,41.89424738,-87.62416562
10363,2,2,0,4,41.92270505,-87.66824438
10364,28,2,3.807354922,3.906890596,41.88000149,-87.72086586
10365,19,2,5.247927513,4.906890596,41.6929932,-87.71753937
10366,19,2,4.169925001,4.584962501,41.69709687,-87.70489721
10367,34,2,4.392317423,4.247927513,41.68917719,-87.66187888
10368,19,2,4.087462841,4.169925001,41.69692975,-87.70143505
10369,9,2,6.569855608,4.087462841,41.68224574,-87.61808965
10370,19,3,3,0,41.70591991,-87.71371168
10371,19,3,4.169925001,0,41.70036617,-87.71350281
10372,19,3,2.321928095,0,41.70429363,-87.71221526
10373,20,3,2.321928095,0,41.77117243,-87.61555178
10374,19,3,1,0,41.70549785,-87.71247324
10375,19,3,2.807354922,0,41.70411024,-87.71241681
10376,13,3,3.169925001,0,41.76502802,-87.7176639
10377,13,3,4.392317423,0,41.76405266,-87.7188643
10378,6,3,1.584962501,0,41.75856958,-87.61228277
10379,6,3,1,0,41.76561882,-87.61540725
10380,50,3,0,0,42.0052094,-87.68601449
10381,23,3,3.584962501,0,41.78897044,-87.76231074
10382,15,3,3.906890596,0,41.80869537,-87.66694714
10383,47,3,3.700439718,0,41.94511837,-87.6809922
10384,11,3,2,0,41.85275518,-87.64657986
10385,5,3,1.584962501,0,41.77358213,-87.57436554
10386,5,3,1,0,41.77336718,-87.57398433
10387,5,3,0,0,41.77326732,-87.58258555
10388,19,3,2.807354922,0,41.68437065,-87.7006772
10389,19,3,3,0,41.68433297,-87.70310616
10390,8,3,0,0,41.74261947,-87.57613582
10391,8,3,0,0,41.73868801,-87.56798247
10392,8,3,3.906890596,0,41.7407898,-87.57693751
10393,39,3,1,0,41.96561063,-87.73700255
10394,21,3,3.700439718,0,41.73270581,-87.63628608
10395,27,3,2.321928095,0,41.873217,-87.67567518
10396,41,3,2.584962501,0,41.99376218,-87.79493524
10397,21,3,3.584962501,0,41.73446504,-87.63633419
10398,21,3,4.087462841,0,41.7342581,-87.63763241
10399,21,3,3.321928095,0,41.73269039,-87.63871681
10400,21,3,3.906890596,0,41.73266116,-87.64357987
10401,21,3,2,0,41.73737623,-87.64378072
10402,21,3,3.700439718,0,41.737678,-87.65232045
10403,21,3,1.584962501,0,41.73591994,-87.66170688
10404,21,3,2.321928095,0,41.7362387,-87.67022688
10405,21,3,3.169925001,0,41.73789874,-87.65102497
10406,21,3,4.95419631,0,41.73769651,-87.65110551
10407,14,3,5.906890596,0,41.79644488,-87.76736072
10408,14,3,5.247927513,0,41.79624928,-87.77710993
10409,8,3,1.584962501,0,41.73527535,-87.56716773
10410,7,3,4.321928095,0,41.73730811,-87.56565851
10411,8,3,6.491853096,0,41.73520804,-87.57096805
10412,6,3,5.129283017,0,41.77261439,-87.64264838
10413,17,3,0,0,41.74833082,-87.67202165
