CASE_SEQUENCE,WARD,CREATION_MONTH,N_POTHOLES_FILLED_ON_BLOCK,N_DAYS_FOR_COMPLETION,LATITUDE,LONGITUDE
1,1,12,3.584962501,1,41.92830718,-87.68197137
2,18,12,4.087462841,1,41.76336674,-87.70018975
3,18,12,5.321928095,1,41.76250271,-87.70046003
4,5,12,5.209453366,1,41.79508988,-87.58635917
5,45,12,1,0,41.94920778,-87.72809124
6,18,12,0,0,41.75030847,-87.67564359
7,5,12,2.584962501,0,41.79317453,-87.59664483
8,5,12,3.584962501,0,41.79152143,-87.59950057
9,41,12,1,0,41.98128122,-87.79388842
10,5,12,2.807354922,0,41.79531041,-87.58917028
11,5,12,3,0,41.79946866,-87.58923619
12,4,12,4,0,41.80232895,-87.59361965
13,4,12,4.584962501,0,41.80087234,-87.59358152
14,4,12,0,0,41.80234813,-87.59199819
15,4,12,2.584962501,0,41.80093311,-87.5892302
16,5,12,2.807354922,0,41.79155728,-87.59637808
17,5,12,3,0,41.79529493,-87.58752503
18,4,12,2.321928095,0,41.79852173,-87.59359687
19,27,12,4.700439718,0,41.90160033,-87.66178813
20,1,12,1,1.584962501,41.91749661,-87.68871961
21,28,12,0,1.584962501,41.85214078,-87.68591354
22,17,12,3.906890596,0,41.7592412,-87.67324364
23,17,12,3.321928095,0,41.76839817,-87.67347689
24,17,12,2.807354922,0,41.77021683,-87.67351973
25,16,12,4.321928095,0,41.77203127,-87.67356627
26,16,12,1,0,41.79938021,-87.66730697
27,36,12,2.321928095,0,41.94300716,-87.76851845
28,38,12,3.906890596,0,41.95125682,-87.77656192
29,38,12,3,0,41.95027092,-87.77652878
30,45,12,1.584962501,0,41.94920467,-87.72839004
31,7,12,5,0,41.74075078,-87.56500052
32,38,12,3.321928095,0,41.96058502,-87.76246437
33,7,12,1,0,41.74643277,-87.56290551
34,7,12,2.321928095,0,41.74626281,-87.55917374
35,7,12,3.169925001,0,41.74980852,-87.55877622
36,24,12,1.584962501,0,41.85436479,-87.69046703
37,21,12,3.906890596,1.584962501,41.74292969,-87.66704181
38,12,12,5.672425342,0,41.82346369,-87.66574345
39,14,12,1.584962501,0,41.80785605,-87.73343455
40,14,12,0,0,41.80788576,-87.73114095
41,14,12,1.584962501,0,41.80791763,-87.72854105
42,14,12,3,0,41.8077424,-87.72505038
43,45,12,3.906890596,0,41.97280115,-87.75754144
44,6,12,2,0,41.74558478,-87.61249479
45,9,12,4.584962501,0,41.72367335,-87.62336216
46,9,12,3.584962501,0,41.73103384,-87.62044628
47,9,12,3.169925001,0,41.71655768,-87.60459579
48,8,12,1.584962501,0,41.71467847,-87.60472602
49,9,12,2,0,41.71471533,-87.60501487
50,9,12,3.906890596,0,41.71283335,-87.60544258
51,9,12,2.584962501,0,41.6981481,-87.60877316
52,9,12,2.321928095,0,41.69997065,-87.60807613
53,9,12,3.169925001,0,41.71088295,-87.60588925
54,8,12,2.584962501,0,41.71084583,-87.60560049
55,8,12,2.321928095,0,41.72215394,-87.60444774
56,6,12,0,0,41.74100405,-87.60994118
57,6,12,2,0,41.7540394,-87.60908507
58,6,12,2.321928095,0,41.75227207,-87.60904548
59,6,12,1,0,41.74193693,-87.61081816
60,45,12,0,0,41.96928547,-87.75980631
61,39,12,0,1,41.97525734,-87.74784143
62,44,12,0,1,41.93398749,-87.64567386
63,44,12,2.584962501,1,41.93486146,-87.65864593
64,39,12,4.459431619,1,41.98233519,-87.75072241
65,4,12,1.584962501,1,41.83858289,-87.61339302
66,14,12,2.807354922,1,41.80782255,-87.73588487
67,9,12,3.584962501,1,41.68246613,-87.61803479
68,35,12,2.807354922,1,41.92293424,-87.72535476
69,35,12,3,1,41.92294767,-87.72413443
70,45,12,0,1,41.97114332,-87.76744204
71,6,12,2,1,41.76790022,-87.61517033
72,43,12,3,1.584962501,41.92190996,-87.64848809
73,44,12,3.321928095,1.584962501,41.94864548,-87.66299447
74,45,12,1,2.321928095,41.97557157,-87.76939225
75,6,12,3.321928095,2.321928095,41.76718207,-87.62762466
76,32,12,2.584962501,2.321928095,41.93193074,-87.7050409
77,21,12,1.584962501,0,41.74876297,-87.64169279
78,21,12,3.169925001,0,41.74874572,-87.64291128
79,21,12,0,0,41.74696727,-87.6428634
80,17,12,3.321928095,0,41.75416922,-87.64549214
81,17,12,3,0,41.75075116,-87.64410779
82,3,12,0,0,41.80658037,-87.61397796
83,34,12,0,0,41.70311471,-87.6495894
84,9,12,2.321928095,0,41.66503038,-87.63660039
85,9,12,0,0,41.66507347,-87.63562551
86,9,12,2.321928095,0,41.66413751,-87.63565523
87,34,12,4.247927513,0,41.68599594,-87.64933175
88,34,12,0,0,41.68949884,-87.65282193
89,34,12,4.392317423,0,41.68892247,-87.65093304
90,34,12,0,0,41.69222427,-87.65712292
91,34,12,3.906890596,0,41.69489133,-87.65477039
92,17,12,4.857980995,0,41.7505303,-87.64539867
93,17,12,2.584962501,0,41.75053498,-87.65865206
94,20,12,1.584962501,0,41.80852779,-87.66247034
95,3,12,3.459431619,0,41.80930678,-87.62820949
96,3,12,0,0,41.83411808,-87.62197274
97,39,12,2,0,41.97366993,-87.74068736
98,38,12,0,0,41.95955995,-87.7590062
99,47,12,0,0,41.96900726,-87.66759963
100,6,12,3.807354922,0,41.75800665,-87.64193599
101,6,12,3.584962501,0,41.75967458,-87.64442024
102,47,12,3.169925001,1.584962501,41.96798337,-87.67483683
103,1,12,2.321928095,1.584962501,41.92682542,-87.68777078
104,39,12,0,1.584962501,41.98912651,-87.74306451
105,35,12,3.169925001,1.584962501,41.92165935,-87.71514011
106,35,12,1,1.584962501,41.92890009,-87.71451589
107,17,12,2.584962501,1.584962501,41.76871353,-87.66034109
108,1,12,3.459431619,1.584962501,41.90631761,-87.6701583
109,1,12,3.584962501,1.584962501,41.89436039,-87.66150894
110,1,12,1,2,41.91899724,-87.69446109
111,1,12,3.807354922,2,41.92317599,-87.69849612
112,4,12,0,2.321928095,41.82155535,-87.61167498
113,1,12,1,2.321928095,41.90130485,-87.66758377
114,13,12,5,2,41.77646241,-87.73476049
115,13,12,4,2,41.77351005,-87.73467689
116,17,12,4.95419631,2,41.77534545,-87.69119431
117,17,12,3.906890596,2,41.77067615,-87.6908878
118,1,12,3.459431619,2,41.91112766,-87.68860476
119,34,12,4.321928095,2,41.69762517,-87.65485357
120,1,12,2,2,41.91643741,-87.69731524
121,1,12,1,2,41.9172231,-87.6980769
122,34,12,5.357552005,2,41.70309975,-87.64935122
123,34,12,5.321928095,2,41.70309864,-87.64947282
124,1,12,2,2.584962501,41.89973295,-87.66998825
125,36,12,0,0,41.9310908,-87.78583882
126,19,12,3.807354922,0,41.69703779,-87.70843964
127,19,12,3.321928095,0,41.69866668,-87.70977642
128,19,12,2.584962501,0,41.70236454,-87.70991722
129,8,12,3.169925001,0,41.75344411,-87.58329386
130,32,12,2,0,41.93801742,-87.66845439
131,32,12,0,0,41.94351353,-87.68467143
132,8,12,4.95419631,0,41.74963172,-87.59913783
133,19,12,3.700439718,0,41.70256822,-87.7061743
134,19,12,3,0,41.70246844,-87.70257569
135,19,12,2,0,41.69898005,-87.70114663
136,19,12,1.584962501,0,41.70600265,-87.70891305
137,19,12,2.807354922,0,41.70608296,-87.70146672
138,19,12,3.584962501,0,41.69877702,-87.70122561
139,19,12,4.95419631,0,41.69715259,-87.70114271
140,19,12,3.807354922,0,41.6971167,-87.70355251
141,19,12,4.754887502,0,41.69683448,-87.7085202
142,19,12,4.247927513,0,41.69703779,-87.70843964
143,20,12,2,0,41.77311568,-87.61344369
144,32,12,2.584962501,0,41.93118083,-87.70112817
145,8,12,2.321928095,0,41.74952062,-87.59072275
146,8,12,4.807354922,0,41.74769746,-87.59068058
147,10,12,3.169925001,0,41.68833314,-87.53883572
148,8,12,5.857980995,1.584962501,41.7512717,-87.59805975
149,22,12,4,1.584962501,41.84240698,-87.73295537
150,12,12,0,1.584962501,41.84441097,-87.70463641
151,25,12,2.807354922,1,41.85248507,-87.66388713
152,25,12,2,1,41.8548604,-87.67258591
153,8,12,5.426264755,1,41.74041837,-87.58807637
154,19,12,1.584962501,1.584962501,41.69941886,-87.70980244
155,20,12,3.321928095,2,41.78050631,-87.60686652
156,8,12,4.392317423,2,41.74580599,-87.59445308
157,10,12,0,2.321928095,41.70132362,-87.53030451
158,10,12,0,2.321928095,41.70560885,-87.53030599
159,10,12,0,2.321928095,41.71387628,-87.53512961
160,10,12,3,2.321928095,41.72509228,-87.5485173
161,10,12,2,2.321928095,41.73059594,-87.54836593
162,10,12,1.584962501,2.321928095,41.73338573,-87.54872693
163,10,12,0,2.321928095,41.73431006,-87.54845794
164,10,12,3.584962501,2.321928095,41.73933054,-87.54982212
165,22,12,1,2.321928095,41.83688195,-87.71818394
166,36,12,3,2.321928095,41.92197187,-87.78545204
167,10,12,2.807354922,2.321928095,41.7028647,-87.55476635
168,36,12,2.807354922,2.321928095,41.9217507,-87.78768759
169,5,12,4.807354922,0,41.77325585,-87.5889073
170,8,12,3.584962501,0,41.76056696,-87.5836772
171,8,12,1,0,41.76199317,-87.58247302
172,8,12,2.807354922,0,41.76070351,-87.58368067
173,8,12,1.584962501,0,41.76072481,-87.58347152
174,8,12,1,0,41.76232665,-87.58362971
175,7,12,1,0,41.76423868,-87.58069907
176,7,12,1.584962501,0,41.7643923,-87.58113955
177,7,12,1,0,41.76440599,-87.57987074
178,5,12,1,0,41.76630171,-87.58119755
179,5,12,1.584962501,0,41.76621534,-87.58013412
180,5,12,0,0,41.76461968,-87.57708576
181,5,12,2,0,41.76441263,-87.57927929
182,18,12,4.169925001,0,41.74828017,-87.69019773
183,18,12,0,0,41.74825693,-87.69028293
184,14,12,4.392317423,0,41.79919477,-87.6867745
185,43,12,2.807354922,0,41.92177049,-87.6583982
186,2,12,1.584962501,0,41.92174727,-87.66120627
187,2,12,0,0,41.92168114,-87.66801169
188,32,12,3.807354922,0,41.92163802,-87.66996938
189,32,12,2.584962501,0,41.9215044,-87.67782323
190,32,12,2.807354922,0,41.92158533,-87.67292779
191,32,12,3.169925001,0,41.92162524,-87.67069464
192,2,12,1.584962501,0,41.92172981,-87.6632342
193,1,12,1.584962501,0,41.90337747,-87.66764314
194,32,12,3.169925001,0,41.91430949,-87.66794803
195,32,12,3.169925001,0,41.91431541,-87.66765423
196,32,12,3,0,41.91798327,-87.66782464
197,2,12,2.584962501,0,41.9199688,-87.66823245
198,2,12,0,0,41.92158971,-87.66847923
199,32,12,0,0,41.92519975,-87.6680005
200,32,12,3.169925001,0,41.91994288,-87.66852433
201,5,12,5.321928095,1,41.78724642,-87.60554779
202,27,12,5.930737338,0,41.89434796,-87.66413142
203,37,12,3.700439718,0,41.90986357,-87.7363803
204,8,12,1,0,41.7406285,-87.58833153
205,18,12,2,0,41.74066792,-87.69942591
206,18,12,3.584962501,0,41.74617657,-87.69511589
207,18,12,2,0,41.74461405,-87.69132984
208,21,12,4.087462841,0,41.74483616,-87.66101591
209,21,12,4.321928095,0,41.74503848,-87.66093432
210,21,12,2.807354922,0,41.74663982,-87.66227587
211,21,12,3.906890596,0,41.71997603,-87.6267144
212,21,12,3.459431619,0,41.71977124,-87.62533351
213,21,12,3.321928095,0,41.71994805,-87.62868582
214,21,12,3.584962501,0,41.71621485,-87.63585645
215,21,12,2.321928095,0,41.71789679,-87.63402916
216,21,12,2.584962501,0,41.71608122,-87.63398382
217,21,12,2,0,41.71631295,-87.62867976
218,21,12,3.321928095,0,41.72153212,-87.63125601
219,5,12,0,0,41.79655591,-87.6013868
220,20,12,4.95419631,0,41.78766642,-87.60622616
221,25,12,2,1.584962501,41.86667965,-87.65652769
222,21,12,0,1.584962501,41.74305162,-87.65854303
223,1,12,4.392317423,2,41.90969004,-87.6898104
224,25,12,3.906890596,2,41.85983567,-87.64893413
225,21,12,3.584962501,2,41.75026224,-87.66358012
226,13,12,1,2,41.78292669,-87.76328922
227,13,12,0,2,41.77724115,-87.74332305
228,13,12,0,2,41.77859832,-87.73727488
229,13,12,3.169925001,2,41.77691419,-87.72521944
230,13,12,2.584962501,2,41.77248369,-87.73464933
231,13,12,2,2,41.77293295,-87.73572623
232,13,12,3.459431619,2,41.77797518,-87.73480497
233,13,12,1,2,41.77750758,-87.7302018
234,13,12,1,2,41.76948095,-87.72019789
235,13,12,5.209453366,2,41.76088054,-87.71602087
236,13,12,5.392317423,2,41.76201238,-87.71483251
237,13,12,0,2,41.76176155,-87.71289116
238,13,12,3,2,41.76374698,-87.71295253
239,13,12,1,2,41.76611806,-87.71612965
240,13,12,0,2,41.76582229,-87.72117536
241,13,12,5.087462841,2,41.7669941,-87.71837314
242,13,12,1,2,41.76706413,-87.71367653
243,13,12,1.584962501,2,41.7679203,-87.7173132
244,13,12,0,2,41.76790083,-87.71869959
245,13,12,0,2,41.76765332,-87.7205349
246,13,12,3.169925001,2,41.7694897,-87.71957249
247,13,12,2.807354922,2.321928095,41.77400438,-87.7219091
248,42,12,3.169925001,2.321928095,41.88929443,-87.62543475
249,25,12,3.169925001,2.321928095,41.85011191,-87.63663334
250,25,12,2,2.321928095,41.85252004,-87.66167016
251,14,12,2,2.321928095,41.8052205,-87.71846398
252,4,12,4.857980995,2.321928095,41.87810112,-87.62944389
253,18,12,5.459431619,2.584962501,41.74435121,-87.69506585
254,13,12,0,2.584962501,41.78202858,-87.73888425
255,18,12,3.700439718,2.584962501,41.7444114,-87.69141008
256,13,12,3.584962501,2.807354922,41.78209516,-87.73109428
257,13,12,0,2.807354922,41.78211129,-87.72961907
258,30,12,3.584962501,2.807354922,41.94628094,-87.72615624
259,18,12,3.459431619,2.807354922,41.74173564,-87.6994542
260,30,12,0,2.807354922,41.94084633,-87.7269516
261,18,12,6.087462841,2.807354922,41.73532048,-87.72979928
262,42,12,0,3.169925001,41.88236855,-87.61670373
263,18,12,3.584962501,3,41.74139049,-87.69944713
264,25,12,1.584962501,3,41.86885537,-87.6406251
265,5,12,0,3,41.79344228,-87.5911434
266,9,12,3,0,41.70964051,-87.60880941
267,9,12,2,0,41.70915244,-87.61986993
268,9,12,2.584962501,0,41.70972064,-87.61124864
269,9,12,3.321928095,0,41.71107072,-87.61380465
270,9,12,2.584962501,0,41.71103148,-87.61623761
271,9,12,0,0,41.7109932,-87.61866934
272,9,12,3.169925001,0,41.71077201,-87.61878307
273,11,12,3,0,41.85760471,-87.643636
274,9,12,4.807354922,0,41.70391506,-87.60402544
275,9,12,4.459431619,0,41.70457623,-87.60623194
276,9,12,3.169925001,0,41.70581021,-87.60381838
277,19,12,2,0,41.69931556,-87.66232333
278,19,12,3.321928095,0,41.70291078,-87.66203496
279,19,12,2.584962501,0,41.70108585,-87.66198906
280,19,12,3,0,41.70469132,-87.66898349
281,19,12,1.584962501,0,41.70301739,-87.6696368
282,19,12,3.807354922,0,41.68080883,-87.68218508
283,19,12,3.169925001,0,41.68261923,-87.68224237
284,7,12,1,0,41.74465339,-87.55990558
285,7,12,3.169925001,0,41.74803532,-87.56389399
286,7,12,3.584962501,0,41.75167341,-87.56395209
287,7,12,4.247927513,0,41.75348539,-87.56398615
288,7,12,0,0,41.75367196,-87.56499727
289,7,12,1,0,41.76300679,-87.56339467
290,7,12,0,0,41.76536341,-87.56291811
291,7,12,1.584962501,0,41.75615354,-87.55490035
292,7,12,1,0,41.75359555,-87.55568559
293,19,12,1.584962501,0,41.69739297,-87.66430989
294,19,12,0,0,41.69548314,-87.66685196
295,19,12,2,0,41.68998128,-87.67727022
296,19,12,3.321928095,0,41.68825899,-87.67683172
297,19,12,2,0,41.6843142,-87.67643485
298,19,12,2.807354922,0,41.68824348,-87.68359817
299,19,12,1,0,41.6898193,-87.6873849
300,14,12,1,0,41.82257679,-87.70459757
301,7,12,1,0,41.75353535,-87.56009518
302,7,12,4.459431619,0,41.74808552,-87.56025746
303,7,12,4.087462841,0,41.74281855,-87.56117354
304,7,12,3.169925001,0,41.74280383,-87.56238836
305,11,12,4.169925001,0,41.8490214,-87.63857885
306,41,12,2.807354922,0,41.99193912,-87.79060797
307,8,12,3,0,41.72562478,-87.60441702
308,8,12,2,0,41.7129216,-87.60512555
309,9,12,3,0,41.7108869,-87.62606043
310,9,12,3.321928095,1,41.72538788,-87.60470402
311,9,12,0,1,41.70558735,-87.60410476
312,39,12,4.906890596,1,41.99245842,-87.78020372
313,12,12,1,1,41.82408438,-87.70919491
314,12,12,3.169925001,1,41.82331245,-87.70959791
315,7,12,1,1,41.75468304,-87.5637174
316,19,12,4.95419631,1,41.68102394,-87.68124768
317,12,12,3,1,41.81966761,-87.69816276
318,12,12,1.584962501,1,41.81872615,-87.69842312
319,24,12,3,1,41.87352192,-87.71580488
320,13,12,0,1,41.76950576,-87.71850766
321,13,12,0,1,41.76975093,-87.71689978
322,13,12,2.807354922,1,41.77127613,-87.72176406
323,13,12,2.321928095,1,41.77318228,-87.72031441
324,13,12,1.584962501,1,41.77500221,-87.72036003
325,23,12,4.392317423,1,41.77504156,-87.71791061
326,13,12,2,1,41.77247168,-87.717576
327,13,12,2.584962501,1,41.77329722,-87.71317559
328,27,12,4.754887502,2,41.8696941,-87.67158181
329,27,12,3.321928095,2,41.87086946,-87.67161583
330,27,12,1.584962501,2,41.8703156,-87.67649635
331,27,12,0,2,41.88092098,-87.70069606
332,16,12,4.459431619,2.321928095,41.77839777,-87.65796871
333,9,12,2.807354922,2.321928095,41.68246613,-87.61803479
334,27,12,4.64385619,2.321928095,41.87424262,-87.70088858
335,22,12,0,2.321928095,41.84984065,-87.72456669
336,29,12,4.754887502,2.321928095,41.9327023,-87.80417988
337,27,12,3.584962501,2.321928095,41.87613437,-87.68154865
338,43,12,2.321928095,2.321928095,41.92541726,-87.65747952
339,24,12,3,2.321928095,41.85901843,-87.69553865
340,13,12,3.169925001,2.321928095,41.76407321,-87.71763991
341,13,12,2.321928095,2.321928095,41.76214025,-87.71757873
342,13,12,3.584962501,2.321928095,41.7626187,-87.71636705
343,41,12,0,2.321928095,41.99382685,-87.79060393
344,13,12,4.392317423,2.321928095,41.76523238,-87.71439292
345,27,12,4.95419631,2.321928095,41.88837632,-87.71503313
346,27,12,4.459431619,2.807354922,41.89216997,-87.64554557
347,16,12,0,2.807354922,41.78597831,-87.68641202
348,23,12,3.584962501,2.584962501,41.78332731,-87.72213742
349,23,12,3.169925001,2.584962501,41.78337746,-87.71879251
350,23,12,2.807354922,2.584962501,41.78339712,-87.71763451
351,41,12,0,2.584962501,41.99570056,-87.80441759
352,27,12,2.321928095,2.584962501,41.8770338,-87.67905616
353,29,12,0,2.584962501,41.90939057,-87.7756631
354,14,12,3.584962501,2.584962501,41.79548109,-87.68967209
355,16,12,2,2.584962501,41.77572102,-87.6810415
356,9,12,3.459431619,2.584962501,41.71050191,-87.62734357
357,7,12,2.321928095,2.584962501,41.74502941,-87.55991053
358,7,12,1,2.584962501,41.74465235,-87.55998976
359,27,12,3.459431619,3,41.88839171,-87.67208672
360,7,12,1,3,41.76420285,-87.57948769
361,29,12,0,3,41.86563905,-87.76416458
362,27,12,1,3,41.86922016,-87.66660668
363,24,12,4.807354922,2.807354922,41.86809179,-87.71318201
364,24,12,3.459431619,2.807354922,41.87171136,-87.72960165
365,27,12,0,2.807354922,41.90369472,-87.63742453
366,27,12,2.584962501,2.807354922,41.89216348,-87.64607203
367,45,12,6.64385619,2.807354922,41.9698717,-87.75013505
368,23,12,4.64385619,3.321928095,41.77949198,-87.72062113
369,27,12,0,3.321928095,41.89664123,-87.63868894
370,27,12,4.459431619,3.321928095,41.87032555,-87.66663301
371,29,12,1.584962501,3.169925001,41.87304927,-87.75546509
372,27,12,0,3.459431619,41.89456481,-87.65259128
373,27,12,2.807354922,3.459431619,41.87633286,-87.66681112
374,41,12,3.700439718,3.459431619,42.00019862,-87.79244879
375,15,12,2.807354922,0,41.77562849,-87.67274914
376,15,12,3.169925001,0,41.77408905,-87.66660247
377,8,12,3.321928095,0,41.74026024,-87.60143388
378,17,12,2.807354922,0,41.75563271,-87.67100477
379,17,12,1,0,41.75200654,-87.669692
380,17,12,1.584962501,0,41.75564694,-87.66979054
381,18,12,0,0,41.7519471,-87.67454765
382,18,12,2,0,41.75074701,-87.67543609
383,18,12,3.321928095,0,41.75579034,-87.67456443
384,18,12,4.087462841,0,41.7539847,-87.67330079
385,17,12,1.584962501,0,41.75425037,-87.67310311
386,18,12,3.584962501,0,41.75755789,-87.6734862
387,17,12,1.584962501,0,41.75399967,-87.67208698
388,17,12,1,0,41.75233176,-87.64665918
389,17,12,0,0,41.75144732,-87.64542722
390,50,12,1,0,41.99695902,-87.69000497
391,8,12,2.584962501,0,41.7165304,-87.60201084
392,8,12,3.169925001,0,41.73972396,-87.58780414
393,8,12,3.906890596,0,41.76065745,-87.59078925
394,8,12,2,0,41.76228992,-87.58982695
395,8,12,1.584962501,0,41.76046573,-87.58977632
396,8,12,3.807354922,0,41.73470317,-87.59765296
397,8,12,4.807354922,0,41.73300183,-87.59760846
398,17,12,4.247927513,0,41.75571944,-87.66371778
399,17,12,1,0,41.75570364,-87.66493262
400,17,12,0,0,41.75569449,-87.66615052
401,17,12,1,0,41.7520506,-87.66605483
402,17,12,3.321928095,0,41.77737151,-87.69097079
403,16,12,3.584962501,0,41.77751412,-87.68610086
404,10,12,3.459431619,1,41.66150516,-87.55577331
405,10,12,1.584962501,1,41.66092621,-87.55577551
406,10,12,4.087462841,1,41.66036349,-87.5569934
407,10,12,4.087462841,1,41.6625309,-87.55698808
408,13,12,1.584962501,1,41.78854127,-87.78425718
409,13,12,1.584962501,1,41.78844331,-87.79035895
410,13,12,1,1,41.78840531,-87.79280206
411,13,12,1,1,41.78838451,-87.79402393
412,14,12,1,1,41.80804727,-87.70411882
413,13,12,2.807354922,1,41.78834554,-87.79646431
414,8,12,4.392317423,1,41.74117149,-87.60040213
415,13,12,3,1,41.78940784,-87.78429205
416,13,12,1.584962501,1,41.78420164,-87.78624561
417,13,12,0,1,41.78573994,-87.78781799
418,13,12,1,1,41.79193212,-87.77798962
419,12,12,4.087462841,1,41.85004166,-87.7066608
420,24,12,0,1,41.851773,-87.71505994
421,24,12,2.321928095,1,41.85193458,-87.72462254
422,22,12,1.584962501,1,41.80590989,-87.74316708
423,22,12,4.169925001,1,41.80677893,-87.74420744
424,22,12,4.906890596,1,41.81142797,-87.73982825
425,22,12,2.321928095,1,41.81274204,-87.74193155
426,15,12,5.044394119,1,41.77590829,-87.66673577
427,15,12,4.087462841,1,41.77585838,-87.67059438
428,25,12,0,1,41.8697141,-87.63942226
429,12,12,4,1,41.82318921,-87.66913844
430,14,12,0,1,41.80766285,-87.73141143
431,13,12,3.584962501,1,41.78668857,-87.78540977
432,20,12,3.169925001,1,41.80852779,-87.66247034
433,13,12,0,1,41.77621197,-87.7574433
434,13,12,1.584962501,1,41.77796333,-87.76431461
435,26,12,1,1,41.91007949,-87.7186923
436,10,12,1,1,41.65066318,-87.5348816
437,10,12,2,1,41.65012642,-87.53533716
438,10,12,2.321928095,1,41.65056403,-87.53851994
439,10,12,0,1,41.65244253,-87.53881524
440,10,12,2.321928095,1,41.65611351,-87.53882596
441,10,12,2,1,41.65671801,-87.54095018
442,10,12,2.584962501,1,41.65541966,-87.54123626
443,10,12,1,1,41.6493676,-87.54216688
444,10,12,4.523561956,1,41.64810079,-87.54296443
445,10,12,3.584962501,1,41.6480873,-87.54306464
446,10,12,1,1,41.65052681,-87.54856161
447,10,12,3.700439718,1,41.65308042,-87.54823762
448,10,12,0,1,41.65802005,-87.5554854
449,10,12,4.087462841,1,41.66519208,-87.55548263
450,25,12,1.584962501,2,41.87427415,-87.63957378
451,8,12,2,1.584962501,41.75512821,-87.57637807
452,8,12,4.087462841,1.584962501,41.71745657,-87.60204279
453,35,12,1,1.584962501,41.96837596,-87.72566094
454,10,12,4.807354922,1.584962501,41.65531777,-87.53882444
455,25,12,3.906890596,1.584962501,41.86958982,-87.64350851
456,2,12,1.584962501,1.584962501,41.91172356,-87.63330236
457,13,12,0,1.584962501,41.77643693,-87.74788491
458,13,12,2,1.584962501,41.77760118,-87.75699075
459,8,12,4,1.584962501,41.74791686,-87.57135924
460,25,12,4.169925001,2.584962501,41.85378177,-87.68312381
461,26,12,1.584962501,2.584962501,41.9185192,-87.71339713
462,26,12,0,2.584962501,41.90828446,-87.72661632
463,26,12,1.584962501,2.584962501,41.91260819,-87.72044623
464,11,12,2.584962501,2.584962501,41.82093514,-87.65535419
465,13,12,1.584962501,2.584962501,41.78323668,-87.76788695
466,13,12,1.584962501,2.584962501,41.78003578,-87.76776449
467,13,12,2.321928095,2.584962501,41.77831426,-87.76769893
468,13,12,2,2.584962501,41.77930988,-87.76925116
469,13,12,0,2.584962501,41.78023381,-87.7692884
470,13,12,1,2.584962501,41.78190259,-87.76905787
471,13,12,0,2.584962501,41.78175904,-87.77056813
472,13,12,2.807354922,2.584962501,41.77808444,-87.77653945
473,17,12,4.321928095,2.584962501,41.75045129,-87.66329457
474,15,12,3.700439718,2.321928095,41.79894813,-87.6837526
475,11,12,3.321928095,2.321928095,41.86175405,-87.65440955
476,26,12,0,2.321928095,41.89934785,-87.70197895
477,26,12,1,2.321928095,41.89934344,-87.70249672
478,12,12,1,3,41.83225807,-87.67885682
479,39,12,0,3,41.97525734,-87.74784143
480,2,12,3,2.807354922,41.90141004,-87.68114034
481,17,12,0,2.807354922,41.76837817,-87.67134284
482,26,12,4,3.169925001,41.89716909,-87.70211794
483,15,12,2.321928095,3.169925001,41.80294857,-87.67398531
484,26,12,2,3.169925001,41.91911338,-87.7072132
485,2,12,3.700439718,3,41.91008822,-87.6420474
486,39,12,0,3,41.96768362,-87.73651097
487,2,12,0,3.321928095,41.91100275,-87.63872831
488,39,12,0,3.321928095,41.96548655,-87.7462945
489,2,12,1,3.169925001,41.8966646,-87.62098405
490,2,12,3,3.169925001,41.90929807,-87.64323427
491,2,12,2.807354922,3.169925001,41.89979668,-87.67456987
492,26,12,1,3.169925001,41.91732348,-87.72235908
493,39,12,2.321928095,3.169925001,41.96693749,-87.73694151
494,26,12,0,3.169925001,41.90990601,-87.73307698
495,26,12,1.584962501,3.169925001,41.9102243,-87.70703651
496,26,12,1,3.169925001,41.91703234,-87.70710326
497,47,12,0,3.459431619,41.96474321,-87.6923097
498,6,12,4.64385619,0,41.76164404,-87.63350395
499,14,12,5,0,41.79566686,-87.69147678
500,14,12,3,0,41.79535678,-87.6976554
501,6,12,1.584962501,0,41.76455078,-87.63327498
502,14,12,4.64385619,0,41.79537894,-87.6964348
503,6,12,3.906890596,0,41.76530254,-87.63235621
504,6,12,3.584962501,0,41.76347885,-87.63231101
505,25,12,1.584962501,0,41.85893915,-87.64890978
506,25,12,2.584962501,0,41.85983567,-87.64893413
507,25,12,3.584962501,0,41.85517673,-87.6549158
508,25,12,3.321928095,0,41.85376062,-87.65487659
509,14,12,2.321928095,0,41.80021717,-87.74301836
510,22,12,2,0,41.8003143,-87.75157599
511,14,12,2,0,41.79681408,-87.73933984
512,14,12,4.906890596,0,41.81363278,-87.71141418
513,14,12,0,0,41.81343555,-87.71119894
514,12,12,4.392317423,0,41.83595824,-87.66823838
515,12,12,2,0,41.82879433,-87.66805975
516,12,12,1.584962501,0,41.82671336,-87.66922982
517,12,12,5.554588852,0,41.83036618,-87.66932125
518,12,12,3.169925001,0,41.83219971,-87.66936329
519,12,12,1,0,41.83219726,-87.6730301
520,14,12,2.807354922,0,41.79455068,-87.68600205
521,3,12,2.584962501,0,41.82550535,-87.62178703
522,3,12,4.523561956,0,41.81287216,-87.61983735
523,34,12,1.584962501,0,41.69228687,-87.63896941
524,34,12,1.584962501,0,41.69230607,-87.63747281
525,34,12,2,0,41.69253972,-87.63619574
526,34,12,2,0,41.68519006,-87.64227956
527,34,12,1.584962501,0,41.6868145,-87.6420593
